,Site,Location,Date,count,mean,std,max,min,type
89,Wet Basin,Basin,2017-06-20,3,3838.441597712967,4262.40949653618,8656.193607990692,557.73768996917,CH4_flux
90,Wet Basin,Basin,2017-06-27,3,2736.9077997528125,3422.090531297801,6502.38313411009,-183.423349555643,CH4_flux
91,Wet Basin,Basin,2017-07-05,3,3434.446082241059,4488.377101240672,8440.91807409514,-229.374959698163,CH4_flux
92,Wet Basin,Basin,2017-07-15,3,7617.361802770468,13297.406833233514,22971.7292520746,-119.643843763197,CH4_flux
93,Wet Basin,Basin,2017-07-20,2,1404.791868292616,1999.2079050863836,2818.4453349809496,-8.8615983957175,CH4_flux
94,Wet Basin,Basin,2017-07-25,1,7061.102815133409,,7061.102815133409,7061.102815133409,CH4_flux
95,Wet Basin,Basin,2017-08-02,2,-91.67394959115697,626.3063151469751,351.191492949228,-534.539392131542,CH4_flux
96,Wet Basin,Basin,2017-08-12,3,10177.456311293823,12204.024852762419,23817.5796053965,291.6973539881,CH4_flux
97,Wet Basin,Basin,2017-08-15,3,10734.189013223133,17457.789132315324,30880.803223633502,61.004186265175505,CH4_flux
98,Wet Basin,Basin,2017-08-23,2,7364.60944479388,9745.280702336187,14255.563513982199,473.65537560556197,CH4_flux
99,Wet Basin,Basin,2017-09-13,3,7592.527124979973,12184.903707921865,21656.6875864567,211.99136378749802,CH4_flux
100,Wet Basin,Basin,2017-09-24,3,8654.809356975145,13052.573846596793,23695.8625808081,300.782619545298,CH4_flux
101,Wet Basin,Basin,2017-10-28,3,1914.1887235945906,3096.4004943716914,5489.09685566245,74.5819299084347,CH4_flux
102,Wet Basin,Reference,2016-04-20,2,5.646656327035551,80.99044391126392,62.915548427999,-51.6222357739279,CH4_flux
103,Wet Basin,Reference,2016-04-27,2,195.78119642067486,231.55727574372634,359.516916332147,32.0454765092027,CH4_flux
104,Wet Basin,Reference,2016-05-11,2,69.2410077063072,28.631927399840734,89.48683772917549,48.995177683438904,CH4_flux
105,Wet Basin,Reference,2016-06-02,2,8.64056406011229,115.41364979736996,90.25033847332199,-72.96921035309741,CH4_flux
106,Wet Basin,Reference,2016-06-20,2,-107.29133357163496,29.847253118766393,-86.18613849156391,-128.396528651706,CH4_flux
107,Wet Basin,Reference,2016-06-27,2,-207.5279008187623,302.4960409306891,6.3691010054114106,-421.42490264293605,CH4_flux
108,Wet Basin,Reference,2016-07-08,2,2.9524095677263524,69.08806805180609,51.805050986236104,-45.9002318507834,CH4_flux
109,Wet Basin,Reference,2016-07-13,2,-130.517547371921,39.230624541516896,-102.777306728431,-158.257788015411,CH4_flux
110,Wet Basin,Reference,2016-07-22,2,-49.931839923509145,100.29451940484101,20.9870948634997,-120.850774710518,CH4_flux
111,Wet Basin,Reference,2016-07-25,2,-149.25341724911732,186.4869988996061,-17.3871957240776,-281.119638774157,CH4_flux
112,Wet Basin,Reference,2016-08-02,2,-82.02666423781484,197.04356612123075,57.304177555687296,-221.35750603131697,CH4_flux
113,Wet Basin,Reference,2016-08-10,2,-79.31502359682325,163.77558356695468,36.4918021361545,-195.121849329801,CH4_flux
114,Wet Basin,Reference,2016-08-23,2,122.11878601073764,236.146763317717,289.09976370795,-44.8621916864747,CH4_flux
115,Wet Basin,Reference,2016-09-14,2,79.70896567785064,15.482537842200138,90.65677317604771,68.76115817965359,CH4_flux
116,Wet Basin,Reference,2016-09-19,2,468.4914436515542,579.9290858195368,878.563232841864,58.4196544612445,CH4_flux
117,Wet Basin,Reference,2016-09-21,2,-62.01302245028656,92.84885577274744,3.64103309203488,-127.667077992608,CH4_flux
118,Wet Basin,Reference,2016-10-08,2,-11.797353588510454,68.20659441690587,36.4319918453242,-60.026699022345106,CH4_flux
119,Wet Basin,Reference,2017-04-27,1,-75.9908410459864,,-75.9908410459864,-75.9908410459864,CH4_flux
120,Wet Basin,Reference,2017-05-27,1,-78.25473276455921,,-78.25473276455921,-78.25473276455921,CH4_flux
121,Wet Basin,Reference,2017-06-02,2,-74.99958593366335,38.06249427522911,-48.08533812277471,-101.91383374455201,CH4_flux
122,Wet Basin,Reference,2017-06-09,2,-24.433690886422085,45.92512883325085,8.04027913843543,-56.9076609112796,CH4_flux
123,Wet Basin,Reference,2017-06-20,2,-61.0224427306964,53.547704829882136,-23.1584975285111,-98.8863879328817,CH4_flux
124,Wet Basin,Reference,2017-06-27,2,-94.83101426593265,26.12868898331793,-76.3552411023143,-113.306787429551,CH4_flux
125,Wet Basin,Reference,2017-07-05,2,246.9242954315495,56.28080588907472,286.720834926358,207.12775593674098,CH4_flux
126,Wet Basin,Reference,2017-07-15,2,0.0,0.0,0.0,0.0,CH4_flux
127,Wet Basin,Reference,2017-07-20,2,-85.9161852857674,106.91795759142255,-10.313772442256802,-161.518598129278,CH4_flux
128,Wet Basin,Reference,2017-07-25,2,3817.0260442328026,4060.5101948695055,6688.2403381021395,945.811750363466,CH4_flux
129,Wet Basin,Reference,2017-08-02,2,8.279302519049246,103.67594380457915,81.58926542918259,-65.0306603910841,CH4_flux
130,Wet Basin,Reference,2017-08-12,2,72.65546241876889,41.116124017030174,101.728952527318,43.58197231021979,CH4_flux
131,Wet Basin,Reference,2017-08-15,2,-156.13201077800022,194.92469596611747,-18.299436439632498,-293.96458511636797,CH4_flux
132,Wet Basin,Reference,2017-08-23,2,88.08359561399095,42.35776137628402,118.035055919043,58.13213530893889,CH4_flux
133,Wet Basin,Reference,2017-09-13,2,46.122015453896466,195.39118423492647,184.28444681048302,-92.04041590269009,CH4_flux
134,Wet Basin,Reference,2017-09-24,2,29.2350261793936,172.17324553680373,150.979895637364,-92.5098432785768,CH4_flux
135,Wet Basin,Reference,2017-10-28,2,-0.01121697693220014,25.758242364158946,18.2026108702112,-18.2250448240756,CH4_flux
